"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	% of Total Deaths
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"45-54 years"	"45-54"	11	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"55-64 years"	"55-64"	10	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"65-74 years"	"65-74"	34	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"75-84 years"	"75-84"	41	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"85+ years"	"85+"	50	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"15-24 years"	"15-24"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"45-54 years"	"45-54"	10	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"55-64 years"	"55-64"	24	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"65-74 years"	"65-74"	38	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"75-84 years"	"75-84"	43	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"85+ years"	"85+"	53	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2019"	"2019"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"45-54 years"	"45-54"	14	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"55-64 years"	"55-64"	17	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"65-74 years"	"65-74"	40	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"75-84 years"	"75-84"	51	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"85+ years"	"85+"	51	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2020"	"2020"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"35-44 years"	"35-44"	10	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"45-54 years"	"45-54"	15	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"55-64 years"	"55-64"	41	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"65-74 years"	"65-74"	43	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"75-84 years"	"75-84"	62	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"85+ years"	"85+"	57	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"45-54 years"	"45-54"	13	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"55-64 years"	"55-64"	23	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"65-74 years"	"65-74"	42	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"75-84 years"	"75-84"	60	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"85+ years"	"85+"	59	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"55-64 years"	"55-64"	30	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"65-74 years"	"65-74"	46	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"75-84 years"	"75-84"	55	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"85+ years"	"85+"	60	0.1%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"25-34 years"	"25-34"	0	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"55-64 years"	"55-64"	12	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"65-74 years"	"65-74"	23	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"75-84 years"	"75-84"	34	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"85+ years"	"85+"	29	0.0%
	"Idaho"	"16"	"Jerome County, ID"	"16053"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"15-24 years"	"15-24"	22	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"25-34 years"	"25-34"	18	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"35-44 years"	"35-44"	33	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"45-54 years"	"45-54"	71	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"55-64 years"	"55-64"	149	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"65-74 years"	"65-74"	313	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"75-84 years"	"75-84"	434	0.4%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"85+ years"	"85+"	519	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"15-24 years"	"15-24"	10	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"25-34 years"	"25-34"	17	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"35-44 years"	"35-44"	31	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"45-54 years"	"45-54"	78	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"55-64 years"	"55-64"	160	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"65-74 years"	"65-74"	300	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"75-84 years"	"75-84"	489	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"85+ years"	"85+"	516	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2019"	"2019"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"< 1 year"	"1"	12	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"15-24 years"	"15-24"	15	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"25-34 years"	"25-34"	27	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"35-44 years"	"35-44"	44	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"45-54 years"	"45-54"	64	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"55-64 years"	"55-64"	164	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"65-74 years"	"65-74"	328	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"75-84 years"	"75-84"	457	0.4%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"85+ years"	"85+"	547	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2020"	"2020"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"15-24 years"	"15-24"	13	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"25-34 years"	"25-34"	25	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"35-44 years"	"35-44"	56	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"45-54 years"	"45-54"	85	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"55-64 years"	"55-64"	239	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"65-74 years"	"65-74"	409	0.4%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"75-84 years"	"75-84"	571	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"85+ years"	"85+"	613	0.6%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"< 1 year"	"1"	12	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"15-24 years"	"15-24"	15	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"25-34 years"	"25-34"	30	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"35-44 years"	"35-44"	36	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"45-54 years"	"45-54"	83	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"55-64 years"	"55-64"	185	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"65-74 years"	"65-74"	369	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"75-84 years"	"75-84"	499	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"85+ years"	"85+"	589	0.6%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"15-24 years"	"15-24"	13	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"25-34 years"	"25-34"	26	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"35-44 years"	"35-44"	45	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"45-54 years"	"45-54"	47	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"55-64 years"	"55-64"	166	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"65-74 years"	"65-74"	339	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"75-84 years"	"75-84"	528	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"85+ years"	"85+"	503	0.5%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"25-34 years"	"25-34"	14	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"35-44 years"	"35-44"	26	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"45-54 years"	"45-54"	27	0.0%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"55-64 years"	"55-64"	87	0.1%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"65-74 years"	"65-74"	180	0.2%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"75-84 years"	"75-84"	301	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"85+ years"	"85+"	329	0.3%
	"Idaho"	"16"	"Kootenai County, ID"	"16055"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"45-54 years"	"45-54"	10	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"55-64 years"	"55-64"	21	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"65-74 years"	"65-74"	46	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"75-84 years"	"75-84"	47	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"85+ years"	"85+"	70	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2018"	"2018"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"1-4 years"	"1-4"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"45-54 years"	"45-54"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"55-64 years"	"55-64"	31	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"65-74 years"	"65-74"	40	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"75-84 years"	"75-84"	35	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"85+ years"	"85+"	70	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2019"	"2019"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"15-24 years"	"15-24"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"45-54 years"	"45-54"	16	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"55-64 years"	"55-64"	25	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"65-74 years"	"65-74"	58	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"75-84 years"	"75-84"	62	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"85+ years"	"85+"	80	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2020"	"2020"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"< 1 year"	"1"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"5-14 years"	"5-14"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"45-54 years"	"45-54"	17	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"55-64 years"	"55-64"	30	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"65-74 years"	"65-74"	66	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"75-84 years"	"75-84"	94	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"85+ years"	"85+"	81	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2021"	"2021"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"1-4 years"	"1-4"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"5-14 years"	"5-14"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"15-24 years"	"15-24"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"25-34 years"	"25-34"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"35-44 years"	"35-44"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"45-54 years"	"45-54"	14	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"55-64 years"	"55-64"	22	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"65-74 years"	"65-74"	66	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"75-84 years"	"75-84"	90	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"85+ years"	"85+"	88	0.1%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2022"	"2022"	"Not Stated"	"NS"	0	0.0%
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Suppressed
	"Idaho"	"16"	"Latah County, ID"	"16057"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	0.0%
