"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2020"	"2020"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2020"	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2020"	"2020"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"5-9 years"	"5-9"	0	828	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"10-14 years"	"10-14"	0	926	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"15-19 years"	"15-19"	Suppressed	1029	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"20-24 years"	"20-24"	Suppressed	858	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"25-29 years"	"25-29"	0	863	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"30-34 years"	"30-34"	Suppressed	740	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"35-39 years"	"35-39"	0	829	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"40-44 years"	"40-44"	Suppressed	906	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"45-49 years"	"45-49"	Suppressed	803	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"50-54 years"	"50-54"	Suppressed	794	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"55-59 years"	"55-59"	Suppressed	862	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"60-64 years "	"60-64"	13	934	Unreliable	741.1	2380.1	386.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"65-69 years"	"65-69"	13	859	Unreliable	805.8	2587.9	419.7	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"70-74 years"	"70-74"	13	637	Unreliable	1086.7	3489.9	566.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"75-79 years"	"75-79"	22	448	4910.7	3077.5	7434.9	1047.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"80-84 years"	"80-84"	30	275	10909.1	7360.4	15573.4	1991.7	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"85-89 years"	"85-89"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2021"	"2021"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"5-9 years"	"5-9"	0	863	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"10-14 years"	"10-14"	Suppressed	905	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"15-19 years"	"15-19"	Suppressed	994	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"20-24 years"	"20-24"	0	922	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"25-29 years"	"25-29"	Suppressed	929	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"30-34 years"	"30-34"	0	796	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"35-39 years"	"35-39"	Suppressed	800	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"40-44 years"	"40-44"	0	923	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"45-49 years"	"45-49"	Suppressed	858	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"50-54 years"	"50-54"	Suppressed	812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"55-59 years"	"55-59"	Suppressed	869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"60-64 years "	"60-64"	11	913	Unreliable	601.4	2155.8	363.3	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"65-69 years"	"65-69"	12	905	Unreliable	685.1	2316.2	382.8	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"70-74 years"	"70-74"	15	673	Unreliable	1247.5	3676.1	575.5	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"75-79 years"	"75-79"	23	473	4862.6	3082.4	7296.3	1013.9	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"80-84 years"	"80-84"	25	304	8223.7	5322.0	12139.8	1644.7	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"85-89 years"	"85-89"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2022"	"2022"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"5-9 years"	"5-9"	Suppressed	863	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"10-14 years"	"10-14"	0	905	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"15-19 years"	"15-19"	Suppressed	994	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"20-24 years"	"20-24"	Suppressed	922	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"25-29 years"	"25-29"	Suppressed	929	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"30-34 years"	"30-34"	0	796	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	Suppressed	800	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	Suppressed	923	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	Suppressed	858	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	Suppressed	812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	Suppressed	869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	Suppressed	913	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	13	905	Unreliable	764.9	2456.4	398.4	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"70-74 years"	"70-74"	14	673	Unreliable	1137.3	3490.3	556.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"75-79 years"	"75-79"	18	473	Unreliable	2255.4	6014.3	897.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"80-84 years"	"80-84"	18	304	Unreliable	3509.2	9357.8	1395.6	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"85-89 years"	"85-89"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"90-94 years"	"90-94"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"5-9 years"	"5-9"	0	863	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"10-14 years"	"10-14"	0	905	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"15-19 years"	"15-19"	0	994	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"20-24 years"	"20-24"	0	922	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"25-29 years"	"25-29"	Suppressed	929	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"30-34 years"	"30-34"	0	796	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"35-39 years"	"35-39"	0	800	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"40-44 years"	"40-44"	Suppressed	923	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"45-49 years"	"45-49"	Suppressed	858	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"50-54 years"	"50-54"	Suppressed	812	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"55-59 years"	"55-59"	Suppressed	869	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"60-64 years "	"60-64"	Suppressed	913	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"65-69 years"	"65-69"	Suppressed	905	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"70-74 years"	"70-74"	Suppressed	673	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"75-79 years"	"75-79"	Suppressed	473	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"80-84 years"	"80-84"	10	304	Unreliable	1577.4	6049.5	1040.2	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Fremont County, ID"	"16043"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"5-9 years"	"5-9"	0	1081	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"10-14 years"	"10-14"	0	1157	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"15-19 years"	"15-19"	0	1127	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"20-24 years"	"20-24"	Suppressed	827	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"25-29 years"	"25-29"	Suppressed	956	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"30-34 years"	"30-34"	Suppressed	877	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"35-39 years"	"35-39"	0	984	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"40-44 years"	"40-44"	Suppressed	920	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"45-49 years"	"45-49"	Suppressed	948	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	1165	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"55-59 years"	"55-59"	Suppressed	1315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"60-64 years "	"60-64"	16	1362	Unreliable	671.5	1907.7	293.7	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"65-69 years"	"65-69"	22	1217	1807.7	1132.9	2736.9	385.4	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"70-74 years"	"70-74"	25	1030	2427.2	1570.8	3583.0	485.4	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"75-79 years"	"75-79"	22	760	2894.7	1814.1	4382.7	617.2	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"80-84 years"	"80-84"	38	462	8225.1	5820.6	11289.6	1334.3	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"85-89 years"	"85-89"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"90-94 years"	"90-94"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"95-99 years"	"95-99"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"5-9 years"	"5-9"	0	1145	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"10-14 years"	"10-14"	0	1196	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"15-19 years"	"15-19"	0	1105	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	878	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"25-29 years"	"25-29"	0	967	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"30-34 years"	"30-34"	Suppressed	942	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"35-39 years"	"35-39"	Suppressed	1030	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"40-44 years"	"40-44"	Suppressed	949	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"45-49 years"	"45-49"	0	1007	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"50-54 years"	"50-54"	Suppressed	1105	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"55-59 years"	"55-59"	12	1331	Unreliable	465.9	1574.9	260.3	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"60-64 years "	"60-64"	11	1423	Unreliable	385.9	1383.1	233.1	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"65-69 years"	"65-69"	21	1285	1634.2	1011.6	2498.1	356.6	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"70-74 years"	"70-74"	26	1073	2423.1	1582.8	3550.4	475.2	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"75-79 years"	"75-79"	29	772	3756.5	2515.8	5394.9	697.6	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"80-84 years"	"80-84"	38	474	8016.9	5673.2	11003.8	1300.5	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"85-89 years"	"85-89"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"90-94 years"	"90-94"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"5-9 years"	"5-9"	0	1208	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"10-14 years"	"10-14"	0	1244	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"15-19 years"	"15-19"	Suppressed	1099	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"20-24 years"	"20-24"	Suppressed	924	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"25-29 years"	"25-29"	Suppressed	969	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Gem County, ID"	"16045"	"2020"	"2020"	"30-34 years"	"30-34"	Suppressed	1001	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
